Column A,Column B,Start Position,End Position
& ארי היל - אבא (רמיקס - אהרון קופמן),ארי היל,1,2
& מקהלת ידידים - ישאלוני רעיוני,מקהלת ידידים,1,2
'ואילו' - משה פלד   מילים בתיאור - השיר הזוכה בתוכנית המלחינים 2,משה פלד,4,5
"'חסידישקייט' עם ישי ריבו, מוטי שטיינמץ, יעקב שוואקי",ישי ריבו,4,5
"'חסידישקייט' עם ישי ריבו, מוטי שטיינמץ, יעקב שוואקי",מוטי שטיינמץ,7,8
"'חסידישקייט' עם ישי ריבו, מוטי שטיינמץ, יעקב שוואקי",יעקב שוואקי,10,11
'לזמר ניגון' – עמירן דביר שר ר' נחמן מברסלב,עמירן דביר,5,6
'פרחי ירושלים' ליצירה של הלל פלאי ''אוחילה לאל'',פרחי ירושלים,1,2
'פרחי ירושלים' ליצירה של הלל פלאי ''אוחילה לאל'',הלל פלאי,6,7
", אהר'לע סאמט & מקהלת מלכות  אלו הם הצדיקים",מקהלת מלכות,4,5
", צבי זילברשטיין ו'שירה' בסינגל חדש - 'תבוא'",צבי זילברשטיין,1,2
- אבי אילסון - הלוואי - קאוור - מקורי,אבי אילסון,1,2
- אבי בן ישראל - ממלכת אביחצירא - מזרחי,אבי בן ישראל,1,3
- אבי מן ואבי מילר ומושמוש - קדושי מירון - חסידי,אבי מן,1,2
- אביתר בנאי - ונסלח -מקורי,אביתר בנאי,1,2
- אהרן רזאל וקובי גרינבוים - מי שאוהב - מקורי,אהרן רזאל,1,2
- אודי דמארי ומנדי גרופי - אני או אתה - מקורי,אודי דמארי,1,2
- אורי דוידי - Jump - אנגלית,אורי דוידי,1,2
- איציק אשל - אשיר לכבוד חברים - מזרחי,איציק אשל,1,2
- איציק דדיה - כיסא המלך - מזרחי,איציק דדיה,1,2
- איציק ויינגרטן - תרקדו - חסידי מקורי,איציק ויינגרטן,1,2
- איציק וינגרטן - התורה והשמחה - חסידי,איציק וינגרטן,1,2
- אלי הרצליך - מחדש את חי - מקורי,אלי הרצליך,1,2
- אלי מרכוס ובערל האניג - מי בן שיח - חסידי,אלי מרכוס,1,2
- אלי קליין - בואי בשלום - חסידי,אלי קליין,1,2
- ארי היל - דעבדין רעותך - חסידי,ארי היל,1,2
- ביני לנדאו - ביני לנדאו על כפיו יביא - אלטרנטיבי,ביני לנדאו,1,2
- ביני לנדאו - ביני לנדאו על כפיו יביא - אלטרנטיבי,ביני לנדאו,4,5
- בני פרידמן - 25000 נרות - אנגלית,בני פרידמן,1,2
- בני פרידמן - ניגון שמחה - פרוייקט צמאה - חסידי,בני פרידמן,1,2
- בני פרידמן ויוסף ניוקומב - מי כעמך ישראל - חסידי,בני פרידמן,1,2
- ברוך לוין - תורה ודעת - הרוב באנגלית,ברוך לוין,1,2
- ברוך שלום - קלי למה עזבתנו - חסידי,ברוך שלום,1,2
- בריו חקשור - רק בסייעתא דשמיא - מקורי,בריו חקשור,1,2
- ברק כהן - תפילתי - מזרחי,ברק כהן,1,2
- גד אלבז - אתה שלום - מזרחי,גד אלבז,1,2
- גיל ישראלוב - נעים לי מאוד - מזרחי,גיל ישראלוב,1,2
- דוד חפצדי - נופל וקם - מזרחי,דוד חפצדי,1,2
- דודי לינקר - אני מאמין - חסידי,דודי לינקר,1,2
- דודי קאליש ומוטי ויזל ויוסי פריד - מים בוכים - חסידי אידיש,דודי קאליש,1,2
- דודי קאליש מוטי קוביץ ומקהלת נשמה - יזכרם - חסידי,דודי קאליש,1,2
- הראל טל - אתה עמדי - מקורי,הראל טל,1,2
- ווקאלי - עובדיה חממה מארח מנין חברים - ארץ ישראל - מקורי,עובדיה חממה,3,4
- חיים ישראל וסגיב כהן - מרים את הראש - מזרחי,חיים ישראל,1,2
- יואלי גרינפלד ומוישי וולס - טאטע - חסידי,יואלי גרינפלד,1,2
- יובל טייב - מחרוזת הבדלה - מזרחי,יובל טייב,1,2
- יוני שלמה - בטח בהשם - חסידי,יוני שלמה,1,2
- יונתן רזאל - אקרא ליופי - מקורי (1),יונתן רזאל,1,2
- יוסי ברגר - אם על הלך טוב - חסידי,יוסי ברגר,1,2
- יעקב שוואקי - יבוא היום - מקורי (1),יעקב שוואקי,1,2
- יעקב שוואקי וליפא שמעלצר - סבא קדישא - חסידי,יעקב שוואקי,1,2
- יצחק מאיר וחברים - מחרוזת ימים נוראים - מקורי,יצחק מאיר,1,2
- מאיר אדלר ושמעון יואל זינגר - חסל סידור פסח - חסידי,מאיר אדלר,1,2
- מאיר אדלר ושמעון יואל זינגר - חסל סידור פסח - חסידי,יואל,4,4
- מוטי ויזל  יענקי היל  מקהלת נשמה - ליבי ובשרי - חסידי,מוטי ויזל,1,2
- מוטי ויזל - לכל אחד ג - בחירות,מוטי ויזל,1,2
- מונה רוזבלום ובעלה מנגן ר ירמיה דמן - והערב נא - חסידי,ירמיה דמן,6,7
- מונה רוזנבלום שלמה כהן ואלי קליין- כדאי - חסידי,מונה רוזנבלום,1,2
- מונה רוזנבלום שלמה כהן ואלי קליין- כדאי - חסידי,שלמה כהן,3,4
- מיכאל שניצלר - א בריוו - חסידי אידיש,מיכאל שניצלר,1,2
- מיכאל שניצלר - אלקא דמאיר ענני -חסידי,מיכאל שניצלר,1,2
- מיכאל שניצלר ומוטי ויזל ובנצי שטיין - אדוני המלך - חסידי,מיכאל שניצלר,1,2
- מלכות מידד טסה ומנדי וייס - שפע רב בכל העולמות - חסידי,מידד טסה,2,3
- מנדי וייס - הוי רץ למשנה - חסידי,מנדי וייס,1,2
- מנחם לוי ויוני שלמה - וידעו כי אתה - חסידי,מנחם לוי,1,2
- מקהלת ידידים ושרוליק מנדלסון וישי לפידות - מחרוזת שירי חנוכה - חסידי,מקהלת ידידים,1,2
- משה דוד וייסמנדל ומוטי ויזל וארי היל ובנצי שטיין ומקהלת נשמה - מאמע - חסידי (Trimmed),משה דוד וייסמנדל,1,3
- משה דוד וייסמנדל ומוטי ויזל וארי היל ובנצי שטיין ומקהלת נשמה - מאמע - חסידי,משה דוד וייסמנדל,1,3
- משה דוויק - תמיד איתי - מזרחי,משה דוויק,1,2
- משה דוויק ואבי בן ישראל - שס המזוזה של המדינה - מזרחי,משה דוויק,1,2
- משה קליין  משה דוויק - ככלות הכל - מזרחי,משה קליין,1,2
- משה קליין  משה דוויק - ככלות הכל - מזרחי,משה דוויק,4,5
- משה קליין - בונה ירושלים - חסידי (2),משה קליין,1,2
- משולם גרינברגר ובנצי קלצקין - אני מאמין - חסידי,משולם גרינברגר,1,2
- נחמן גולדברג - ביחד ננצח - מקורי,נחמן גולדברג,1,2
- ניסים בלאק ויוסף דניאל - Milagros - מקורי אנגלית,ניסים בלאק,1,2
- נמואל הרוש - חלום - מקורי,נמואל הרוש,1,2
- נפתלי קמפה וארי היל - אם תעירו - חסידי,נפתלי קמפה,1,2
- עדי רן - הגואל המשיח - מקורי,עדי רן,1,2
- עובדיה חממה ואהרן רזאל - משרתי האמונה - מקורי,עובדיה חממה,1,2
- פרחי ירושלים - אדון הסליחות - מזרחי,פרחי ירושלים,1,2
- קובי גרינבוים - שכוייח - חסידי,קובי גרינבוים,1,2
- ראובן בקר - והיה זרעך - חסידי,ראובן בקר,1,2
- שוקי סלומון דיויד טויב - שירת הנשמה 2 - מקורי,שוקי סלומון,1,2
- שלומי שבת - הושיעה - מזרחי,שלומי שבת,1,2
- שלמה כהן - והיו עיני וליבי שם - חסידי,שלמה כהן,1,2
- שלמה כץ וניסים בלאק - חיות הנוהמות - מקורי,שלמה כץ,1,2
- שמחה פרידמן - לספר ביציאת מצרים - חסידי,שמחה פרידמן,1,2
- שרגי גשטטנר ויוסי גרין - מחרוזת אב הרחמן - חסידי,שרגי גשטטנר,1,2
- שרולי ברונכר ומאיר גרין - עד מתי - מקורי,שרולי ברונכר,1,2
- שרולי ברונכר נתנאל שראל - אני כאן - לענ הילד יוסף מרדכי זל - מקורי,שרולי ברונכר,1,2
- שרולי גרין - משוגע גוט - מקורי,שרולי גרין,1,2
-אשירה נא-- משה לוק לקראת הילולה דצדיקיא הבבא חאקי - בחזית,משה לוק,2,3
-פורים טראנס-- מושמוש _ אבי מן במחרוזת קצבית - בחזית מדיה,מושמוש,2,2
-פורים טראנס-- מושמוש _ אבי מן במחרוזת קצבית - בחזית מדיה,אבי מן,4,5
01 - אבי בן ישראל - אשת חיל - [Windos.Co],אבי בן ישראל,2,4
01 - פתיחה האסק 22,האסק,3,3
01-יהי החודש-יעקב זינגבוים,יעקב זינגבוים,3,4
02 - מול שלהבת אור עומדת,שלהבת,3,3
"02 אוהד מושקוביץ, יונתן שינפלד - תפילת הבנים",אוהד מושקוביץ,1,2
02 דודי קאליש וארי היל -לב טהור,דודי קאליש,1,2
02 יוסי גרין ולהקת הילדים אידיש נחת בביצוע ווקאלי 'אתה קדוש',יוסי גרין,1,2
02 יוסי גרין ולהקת הילדים אידיש נחת בביצוע ווקאלי 'אתה קדוש',אידיש נחת,5,6
02 ישראל אדלר ומקהלת נרננה בסינגל מרגש תפילות,ישראל אדלר,1,2
02 משיח הקינדרלעך,הקינדרלעך,2,2
02. קולות - דואט עם שלומי שבת,שלומי שבת,6,7
03 הקאפעליע - יוני שלמה,יוני שלמה,3,4
"03 יהודה גרין, שלמה קרליבך ז''ל - עם ישראל",יהודה גרין,1,2
"03 יהודה גרין, שלמה קרליבך ז''ל - עם ישראל",שלמה קרליבך,4,5
"04 - אברימי רוט, דודי הרץ ושלמה כהן - להתענג",דודי הרץ,5,6
"04-05 שושנת יעקב ר' ליפא לויאש, מקהלת שירה עם מקהלת יונגערליך.MP3 (online-audio-converter.com)",מקהלת שירה,10,11
"04-05 שושנת יעקב ר' ליפא לויאש, מקהלת שירה עם מקהלת יונגערליך.MP3 (online-audio-converter.com)",יונגערליך,14,14
04. מלך - מנדי ורדיגר,מנדי ורדיגר,4,5
05 אשירה לד  - עם דוד פרלמן,דוד פרלמן,6,7
05 זכור שניים עשר שבטים  מוטי ויזל ו,מוטי ויזל,6,7
05 לכתחילה אריבער - בערל צוקר,בערל צוקר,4,5
"05-השם מלך-גד, בני אלבז",בני אלבז,5,6
06  כי ישמע  יוני שלמה,יוני שלמה,5,6
06 מאיר דוד פרקש ובנו בסינגל חדש יא אדער ניין ביי אתה חונן,מאיר דוד פרקש,1,3
06-כיצד מרקדין-אחיה רובין,אחיה רובין,3,4
07 - אפרים מנדלסון - מנוחה ושמחה,אפרים מנדלסון,2,3
07 בערי וועבר בסינגל חדש ומקפיץ –  הדרן,בערי וועבר,1,2
07 י-ה אכסוף המאוחד - יצחק מאיר,יצחק מאיר,7,8
07-משמאל ומימין-פרחי השומרון,פרחי השומרון,3,4
07. לכה דודי - שמואל ברונר  גלעד פוטולסקי  שמחה לוינשטיין,שמואל ברונר,5,6
07. לכה דודי - שמואל ברונר  גלעד פוטולסקי  שמחה לוינשטיין,גלעד פוטולסקי,8,9
08 - אודי אולמן - אשת חיל - [Windos.Co],אודי אולמן,2,3
08 - יעקב שוואקי - אמת,יעקב שוואקי,2,3
08 א אידעלע - יענקי דסקל,יענקי דסקל,4,5
08 שלמה שמחה ותמלוך,שלמה שמחה,1,2
09 הרחמן - ישראל ורדיגר,ישראל ורדיגר,3,4
"09 יואלי קליין, שייע גרוס ונותי פוקס בלהיט חדש – פשיסחא ניגון",יואלי קליין,1,2
09 ניגון הקפות - יוני שלמה,יוני שלמה,4,5
10 נחפשה-יוסי ברגר,יוסי ברגר,3,4
11 - בריו חקשור - מה ידידות,בריו חקשור,2,3
11 - יצחק מאיר וחברים - י-ה אכסוף,יצחק מאיר,2,3
12 - טוב להודות- פרחי שלהבת,פרחי שלהבת,4,5
12 מאיר דוד פרקש ובנו שמעון שרים ליקוטי מוהרן,מאיר דוד פרקש,1,3
12-ברוך אתה בעיר-אלי מנדלבאום,אלי מנדלבאום,4,5
13-המלאך-אלי פרידמן,אלי פרידמן,2,3
14-השם העלית-דדי גראוכר,דדי גראוכר,3,4
17 אין עוד מלבדו (דודי קנופלר),דודי קנופלר,5,6
19 - בן סנוף - אשת חיל - [Windos.Co],בן סנוף,2,3
21 - יוסי גרין - מה ידידות,יוסי גרין,2,3
23 - גדעון לוין - אשת חיל - [Windos.Co],גדעון לוין,2,3
26 - יוסף קרדונר - מה ידידות,יוסף קרדונר,2,3
28 - דודו פישר - אשת חיל - [Windos.Co],דודו פישר,2,3
28 - יצחק מאיר וחברים - להתענג,יצחק מאיר,2,3
29 - יצחק מאיר וחברים - מנוחה ושמחה,יצחק מאיר,2,3
39 - יומי לואי - אשת חיל - [Windos.Co],יומי לואי,2,3
39 - משולם גרינברגר - מעין עולם הבא,משולם גרינברגר,2,3
41 - יוני שלמה - אשת חיל - [Windos.Co],יוני שלמה,2,3
55350000 איציק אורלב שי 360 ואלון דה לוקו - שיר למעלות - רמיקס d.j e,איציק אורלב,1,2
59 - שלמה קרליבך - אשת חיל - [Windos.Co],שלמה קרליבך,2,3
63B20000 משה פרץ עם יובל טייב בהופעה חיה בביצוע נדיר תפילה לי,משה פרץ,1,2
63B20000 משה פרץ עם יובל טייב בהופעה חיה בביצוע נדיר תפילה לי,יובל טייב,4,5
7  שבע ארי היל ופיני איינהורן,ארי היל,3,4
Al Naharot Bavel Freilach Band ft. Mordechai Shapiro על נהרות בבל מרדכי שפירא ופריילך.136,מרדכי שפירא,12,13
Baruch Hashem Its Shabbos שלוימי גרטנר ואייבי רוטנברג,שלוימי גרטנר,4,5
Bella Chai.mp3 שמחה ליינר,שמחה ליינר,2,3
HOME שמחה ליינר,שמחה ליינר,1,2
It_s a rebbe_s life בני פרידמן,בני פרידמן,5,6
LIGHT UP THE NIGHT יעקב שוואקי,יעקב שוואקי,4,5
LINKTONE - היוצר צפריר יפרח - ללא מילה II,צפריר יפרח,3,4
Love your fellow Jew ווקאלי שמחה ליינר וברוך לוין,שמחה ליינר,5,6
Micha Gamerman - Yihye B´seder  מיכה גמרמן - יהיה בסדר,מיכה גמרמן,6,7
Milagros.mp3 ניסים בלאק ויוסף דניאל,ניסים בלאק,1,2
Once In A Lifetime ניסים בלאק _ OWN3R,ניסים בלאק,5,6
REBBE TELL ME  פרויקט TYH מנדי וורך,מנדי וורך,6,7
Sruly Green & Yossi Shtendig Production - Second Dance Energy   שרולי גרין,שרולי גרין,11,12
VICTORY ניסים בלאק,ניסים בלאק,1,2
[0]Never Enough.mp3 חיים ציפל,חיים ציפל,3,4
א גוטע נאכט שלומי ברנשטיין,שלומי ברנשטיין,3,4
א-ל בקצפך יוסף נטיב,יוסף נטיב,4,5
אבא אוהב ווקאלי נמואל הרוש ויאיר שובל,נמואל הרוש,3,4
אבא אופיר אלבז,אופיר אלבז,1,2
אבא תרחם הראל טל,הראל טל,2,3
"אבא, סלח לי - דודו אהרון",דודו אהרון,5,6
אבי אילסון - חתן וגם כלה - רמיקס (עמירם בן לולו & ניסו סלוב),אבי אילסון,0,1
אבי בן ישראל - אבי אבי,אבי בן ישראל,0,2
אבי בן ישראל - חיילים בצבאות ה'   וידאו קליפ (2014),אבי בן ישראל,0,2
אבי בן ישראל - רפא נא (קאבר),אבי בן ישראל,0,2
אבי בן ישראל וילד הפלא נהוראי תורג'מן - ואפילו בהסתרה,אבי בן ישראל,0,2
אבי בן ישראל וילד הפלא נהוראי תורג'מן - ואפילו בהסתרה,נהוראי תורג'מן,5,6
אבי בן ישראל מתקשר,אבי בן ישראל,0,2
אבי בן ישראל,אבי בן ישראל,0,2
אבי הס מארח את אהרן רזאל  - יונתי,אהרן רזאל,4,5
אבי לנקרי - גשם גשם מטפטף,אבי לנקרי,0,1
אבי לרנר חותם את השנה בסינגל חדש סגנון קומזיצי ''אשרי האיש'',אבי לרנר,0,1
אבי מילר - רוצים לחזור,אבי מילר,0,1
אבי מן בלהיט חדש ''שיר למעלות'',אבי מן,0,1
אבי פודולינסקי ודיג'יי רועי הרוש  - מחרוזת מה שהיה היה,רועי הרוש,3,4
אבי פודלינסקי אהבת ישראל,אהבת ישראל,2,3
אביגדור רוט - אבינו,אביגדור רוט,0,1
אבינו מלכנו בני פרידמן,בני פרידמן,2,3
אבינו שבשמיים אוהד מושקוביץ _ אבי פרץ,אוהד מושקוביץ,3,4
אבינו שבשמיים אוהד מושקוביץ _ אבי פרץ,אבי פרץ,6,7
אבישי אשל אחינו מתחתן,אבישי אשל,0,1
אבישי אשל ה' אחד - רמיקס,אבישי אשל,0,1
אבישי רוזן מחדש,אבישי רוזן,0,1
אביתר בנאי - אבא (סולו במגדל דוד),אביתר בנאי,0,1
אבל באמת  ווקאלי שלום ברנהולץ,שלום ברנהולץ,4,5
אברהם דוד - מלך חי,אברהם דוד,0,1
אברהם דויטש - תכף יפתח (קאבר אינסטרומנטלי),אברהם דויטש,0,1
אברהם פריד  בוקר טוב רבונו של עולם,אברהם פריד,0,1
אברהם פריד - בוקר טוב רבונו של עולם,אברהם פריד,0,1
"אברהם פריד, חיים ישראל, בנצי שטיין  אל תיפול",אברהם פריד,0,1
"אברהם פריד, חיים ישראל, בנצי שטיין  אל תיפול",חיים ישראל,3,4
"אברהם פריד, חיים ישראל, בנצי שטיין  אל תיפול",בנצי שטיין,6,7
"אברהם פריד, חיים ישראל, בנצי שטיין - אל תיפול",אברהם פריד,0,1
"אברהם פריד, חיים ישראל, בנצי שטיין - אל תיפול",חיים ישראל,3,4
"אברהם פריד, חיים ישראל, בנצי שטיין - אל תיפול",בנצי שטיין,6,7
אברומי וינברג & ירון בר - אבא יקר,ירון בר,3,4
אדון הסליחות פרחי ירושלים,פרחי ירושלים,2,3
אהבת תורה מוטי וייס וארי גולד,מוטי וייס,2,3
אהבתי שרולי ברונכר ודוד אשר,שרולי ברונכר,1,2
"אהר'לע סאמט, יענקי דסקל, מקהלת מלכות",יענקי דסקל,3,4
"אהר'לע סאמט, יענקי דסקל, מקהלת מלכות",מקהלת מלכות,6,7
אהרל'ה סאמעט & מוטי גולדמן - ניגון באיאן,מוטי גולדמן,3,4
"אהרלה סאמט, יואלי קליין _ שייע גרוס, מקהלת מלכות  הקרובים",יואלי קליין,3,4
"אהרלה סאמט, יואלי קליין _ שייע גרוס, מקהלת מלכות  הקרובים",מקהלת מלכות,9,10
אהרלה סאמעט דודי קאליש מחרוזת חבד,דודי קאליש,2,3
"אהרלה סמט, בנצי קלצקין, מלכות  רצה הקבה",בנצי קלצקין,3,4
"אהרלה סמט, בנצי קלצקין, מלכות - רצה הקבה",בנצי קלצקין,3,4
"אהרלה סמט, שלוימי גרטנר  מודה אני",שלוימי גרטנר,3,4
"אהרלה סמט, שלוימי גרטנר - מודה אני",שלוימי גרטנר,3,4
אודי דוידי - ישמח חתני,אודי דוידי,0,1
אודי דמארי - נפשי - ווקאלי,אודי דמארי,0,1
אודי דמארי - תבוא,אודי דמארי,0,1
אודי דמארי _ אברהם פריד - אלוקים שלי,אודי דמארי,0,1
אודי דמארי _ אברהם פריד - אלוקים שלי,אברהם פריד,3,4
אודי דמארי ויצחק מאיר - שפכי כמים ליבך (ווקאלי),אודי דמארי,0,1
אודי דמארי מנדי ג_רופי  אני או אתה,אודי דמארי,0,1
אודי דמארי מנדי ג_רופי - אני או אתה,אודי דמארי,0,1
אודך השם ווקאלי ברוך לוין,ברוך לוין,3,4
אומן ראש השנה חיים מאיר ערפס,חיים מאיר ערפס,3,5
אופיר סלומון - הכל יהיה בסדר,אופיר סלומון,0,1
אופיר סלומון _ ניתאי צרפתי  מה אשיב לך,אופיר סלומון,0,1
אופיר סלומון _ ניתאי צרפתי - מה אשיב לך,אופיר סלומון,0,1
אופיר סלומון ומשה דוויק - ארוממך,אופיר סלומון,0,1
"אופיר סלומון, משה דוויק  ארוממך",אופיר סלומון,0,1
"אופיר סלומון, משה דוויק  ארוממך",משה דוויק,3,4
"אופיר סלומון, משה דוויק - ארוממך",אופיר סלומון,0,1
"אופיר סלומון, משה דוויק - ארוממך",משה דוויק,3,4
אור חדש ישראל גברא,ישראל גברא,2,3
אורי דוידי - בליבי,אורי דוידי,0,1
אורי דוידי - הנה הגאולה (ווקאלי),אורי דוידי,0,1
אחד אל אחד - הלל מאיר ואביחי עוזרי - ריבונו,הלל מאיר,4,5
אחד אל אחד הלל מאיר ואיצלה איזנשטרק בעבור אבותינו Hillel Meir Itzaleh Eisenstark Cover .136,הלל מאיר,3,4
אחד אל אחד הלל מאיר וירוחם גולד נשמה Hillel Meir Yerucham Gold Neshama Cover .135,הלל מאיר,3,4
אחד אל אחד הלל מאיר ונאור אלחדד תפילת השל ה Hillel Meir Naor Elchadad Cover .136,הלל מאיר,3,4
אחותי כלה פרחי ירושלים,פרחי ירושלים,2,3
אחים משה פלד,משה פלד,1,2
אחינו מתחתן רמיקס רישמי אבישי אשל ודי ג_י ניסו סלוב,אבישי אשל,4,5
אחליי משה יעקב בן ארויה,משה יעקב,1,2
אחת שאלתי  דרשו נפתלי קמפה,נפתלי קמפה,4,5
